ID,name,location,date,source,x,y,notes,top,bottom,clay,silt,sand,particle_density,bulk_density,FC,PWP,FastDP,SlowDP,total_porosity,dispertion_ratio,electric_conductivity,hydraulic_conductivity,infiltration_velocity,pH,organic_matter,N,P,K,MWDV
2117,INIA-UDEC_517,Lago Paloma cerca cruce Monreal,NA,CHLSOC,-72.06522654,-45.84895919,NA,0,26,11.2,43,45.8,NA,1.12,0.409,0.213,NA,NA,NA,NA,NA,NA,NA,4.9,7.01668,NA,NA,NA,NA
2117,INIA-UDEC_517,Lago Paloma cerca cruce Monreal,NA,CHLSOC,-72.06522654,-45.84895919,NA,26,43,8.4,35.1,56.5,NA,0.77,0.411,0.214,NA,NA,NA,NA,NA,NA,NA,5.03,7.20632,NA,NA,NA,NA
2117,INIA-UDEC_517,Lago Paloma cerca cruce Monreal,NA,CHLSOC,-72.06522654,-45.84895919,NA,43,73,3.7,33.6,62.7,NA,0.83,0.437,0.227,NA,NA,NA,NA,NA,NA,NA,5.19,2.65496,NA,NA,NA,NA
2117,INIA-UDEC_517,Lago Paloma cerca cruce Monreal,NA,CHLSOC,-72.06522654,-45.84895919,NA,73,81,6.7,24.1,69.2,NA,0.94,0.382,0.199,NA,NA,NA,NA,NA,NA,NA,5.07,1.15508,NA,NA,NA,NA
2117,INIA-UDEC_517,Lago Paloma cerca cruce Monreal,NA,CHLSOC,-72.06522654,-45.84895919,NA,81,92,16.2,28.4,55.5,NA,1.04,0.434,0.226,NA,NA,NA,NA,NA,NA,NA,4.96,1.22404,NA,NA,NA,NA
2117,INIA-UDEC_517,Lago Paloma cerca cruce Monreal,NA,CHLSOC,-72.06522654,-45.84895919,NA,92,102,21.5,49.4,29.2,NA,1.08,0.397,0.207,NA,NA,NA,NA,NA,NA,NA,4.83,1.13784,NA,NA,NA,NA
2117,INIA-UDEC_517,Lago Paloma cerca cruce Monreal,NA,CHLSOC,-72.06522654,-45.84895919,NA,102,114,13.1,39.3,47.6,NA,0.98,0.422,0.22,NA,NA,NA,NA,NA,NA,NA,4.92,1.18956,NA,NA,NA,NA
2117,INIA-UDEC_517,Lago Paloma cerca cruce Monreal,NA,CHLSOC,-72.06522654,-45.84895919,NA,114,124,11.3,28.8,59.9,NA,1.11,0.364,0.189,NA,NA,NA,NA,NA,NA,NA,4.66,0.48272,NA,NA,NA,NA
2118,INIA-UDEC_518,"Villa Frei, Valle Simpson",NA,CHLSOC,-72.11269808,-45.75145597,NA,0,5,7.4,36.1,56.5,NA,0.75,0.425,0.221,NA,NA,NA,NA,NA,NA,NA,4.97,9.96472,NA,NA,NA,NA
2118,INIA-UDEC_518,"Villa Frei, Valle Simpson",NA,CHLSOC,-72.11269808,-45.75145597,NA,5,14,6.5,31.3,62.2,NA,0.96,0.441,0.23,NA,NA,NA,NA,NA,NA,NA,5.13,6.65464,NA,NA,NA,NA
